title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,disney+,imdb_raw,rotten_raw,themes,description
Aquarius,2015,16+,7.1/10,68/100,1,0,0,0,7.1,68.0,Biography Crime Drama,"A gritty 1960s cop drama about LAPD detective Sam Hodiak and his trainee, who must deal with gangs, brutal crimes, changing times, family crises and unhinged manipulative small-time crook Charles Manson, who's slowly building his cult."
Firefly Lane,2021,18+,7.4/10,67/100,1,0,0,0,7.4,67.0,Drama Romance,Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.
White Gold,2017,18+,7.4/10,67/100,1,0,0,0,7.4,67.0,Comedy,"The story of a double-glazing showroom in Essex in 1983, led by charismatic salesman Vincent who will happily break the rules if it guarantees a sale."
Hyperdrive,2019,7+,8.1/10,67/100,1,0,1,0,8.1,67.0,Comedy Sci-Fi,"In 2151, the mission of Her Majesty's Ship Camden Lock is to convince alien governments to relocate their businesses to Britain. The motley crew is a bunch of good-for-nothings led by the equally useless but well-meaning Commander Henderson."
Reply 1988,2015,0,9.1/10,67/100,1,0,0,0,9.1,67.0,Comedy Drama Family,Follows the lives of 5 families living on the same street in a neighbourhood called Ssangmundong in Seoul. It takes a nostalgic look back at the year 1988.
Ninjago: Masters of Spinjitzu,2012,all,7.2/10,67/100,1,0,1,0,7.2,67.0,Animation Action Adventure,"When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world."
Devilman: Crybaby,2018,0,7.6/10,67/100,1,0,0,0,7.6,67.0,Animation Action Drama,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo."
BEASTARS,2019,18+,7.8/10,67/100,1,0,0,0,7.8,67.0,Animation Crime Drama,"In a world of anthropomorphic animals, a reclusive wolf's complicated relationship with a kindly rabbit is tested by a classmate's murder, a charismatic deer's influence, and his own burgeoning predatory instincts."
Kill la Kill,2013,18+,7.9/10,67/100,1,0,0,0,7.9,67.0,Animation Action Comedy,A young girl arrives at a school of superhumans to find out the truth behind her father's murder.
Down to Earth with Zac Efron,2020,7+,8.1/10,67/100,1,0,0,0,8.1,67.0,Documentary History Reality-TV,"In this travel show, actor Zac Efron journeys around the world with wellness expert Darin Olien in search of healthy, sustainable ways to live."
Ancient Aliens,2010,7+,7.2/10,67/100,1,1,1,0,7.2,67.0,Documentary Fantasy History,Science and mythology - and how they are the same thing.
Slasher,2016,18+,6.7/10,67/100,1,0,0,0,6.7,67.0,Crime Drama Horror,An anthology series featuring rampaging serial killers leaving carnage in their wake as their next victims fight to stay alive.
Time: The Kalief Browder Story,2017,16+,8.5/10,67/100,1,0,0,0,8.5,67.0,Documentary Biography,"After his arrest at age 16, Kalief Browder fought the system and prevailed, despite unthinkable circumstances. He became an American hero."
No Tomorrow,2016,7+,7.3/10,67/100,1,0,0,0,7.3,67.0,Comedy Drama Romance,"Evie, a risk-averse quality-control assessor falls for free-spirited thrill seeker Xavier only to find out he lives his life that way because he believes the apocalypse is coming."
Locked Up,2015,18+,8.2/10,67/100,1,0,0,0,8.2,67.0,Drama Thriller,She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.
The Frankenstein Chronicles,2015,16+,7.3/10,67/100,1,0,0,0,7.3,67.0,Crime Drama Fantasy,"Inspector John Marlott investigates a series of crimes in 19th Century London, which may have been committed by a scientist intent on re-animating the dead."
The Ranch,2016,16+,7.5/10,67/100,1,0,0,0,7.5,67.0,Comedy Drama Western,The son of a Colorado rancher returns home from a semi-pro football career to run the family business.
Wu Assassins,2019,18+,6.5/10,67/100,1,0,0,0,6.5,67.0,Action Crime Drama,A warrior chosen as the latest and last Wu Assassin must search for the powers of an ancient triad and restore balance in San Francisco's Chinatown.
Mr. Sunshine,2018,18+,8.8/10,67/100,1,0,0,0,8.8,67.0,Action Drama History,A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.
The Unicorn,2019,7+,7.2/10,67/100,1,1,0,0,7.2,67.0,Comedy Drama Family,"A widower is eager to move on from the most difficult year of his life, only to realize he's utterly unprepared to raise his two daughters on his own and equally unprepared for the dating world where he's suddenly a hot commodity."
Anohana: The Flower We Saw That Day,2011,16+,8.2/10,67/100,1,0,0,0,8.2,67.0,Animation Adventure Drama,"Five childhood companions reunite when the ghost of their dead friends appears, and demands they grant her final wish."
Alice in Borderland,2020,0,7.7/10,67/100,1,0,0,0,7.7,67.0,Action Drama Mystery,A group of bored delinquents are transported to a parallel dimension as part of a survival game.
The Challenge,1998,16+,7.7/10,67/100,1,1,1,0,7.7,67.0,Adventure Game-Show Reality-TV,Reality television alumni and others compete to win cash prizes.
Gypsy,2017,18+,6.8/10,67/100,1,0,0,0,6.8,67.0,Drama Thriller,Therapist Jean Holloway becomes too immersed in the lives of her patients.
Fuller House,2016,7+,6.7/10,67/100,1,0,0,0,6.7,67.0,Comedy Family,"In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller."
How to Become a Tyrant,2021,0,7.4/10,67/100,1,0,0,0,7.4,67.0,Documentary Biography History,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries."
Killer Inside: The Mind of Aaron Hernandez,2020,18+,7.4/10,67/100,1,0,0,0,7.4,67.0,Documentary Crime Sport,A three-part documentary series examining what led to the murderous fall and shocking death of former NFL superstar Aaron Hernandez.
RESIDENT EVIL: Infinite Darkness,2021,18+,5.8/10,67/100,1,0,0,0,5.8,67.0,Animation Action Horror,Federal agent Leon S. Kennedy teams up with TerraSave staff member Claire Redfield to investigate a zombie outbreak. Based on the popular video game series of the same name by Capcom.
1983,2018,18+,6.8/10,67/100,1,0,0,0,6.8,67.0,Crime Drama Thriller,"Decades after a 1983 terrorist attack, a law student and a cop uncover a conspiracy that's kept Poland as a police state and the Iron Curtain standing."
Wet Hot American Summer: First Day of Camp,2015,16+,7.4/10,67/100,1,0,0,0,7.4,67.0,Comedy,Follows the counselors and campers on their first day at Camp Firewood in the summer of 1981.
The Baker and the Beauty,2020,16+,7.4/10,67/100,1,0,1,0,7.4,67.0,Comedy Drama Romance,A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.
Spinning Out,2020,18+,7.6/10,67/100,1,0,0,0,7.6,67.0,Drama Sport,"A figure skating Olympic hopeful's struggle to balance love, family and fragile mental health as her dream of winning takes a dizzying hold."
Trinkets,2019,18+,7.1/10,67/100,1,0,0,0,7.1,67.0,Comedy Crime Drama,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.
Insatiable,2018,18+,6.5/10,67/100,1,0,0,0,6.5,67.0,Comedy Drama Thriller,"A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world."
The Chalet,2018,18+,7.0/10,67/100,1,0,0,0,7.0,67.0,Drama Mystery Thriller,A reunion of childhood friends at a remote chalet in the French Alps soon turns into a desperate struggle for survival as they get cut off from rest of the world and a shocking dark secret from the past surfaces.
We Bare Bears,2015,7+,7.9/10,67/100,1,1,0,0,7.9,67.0,Animation Adventure Comedy,Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.
Gurren Lagann,2007,16+,8.3/10,66/100,1,0,0,0,8.3,66.0,Animation Action Adventure,"Two friends, Simon and Kamina, become the symbols of rebellion against the powerful Spiral King, who forced mankind into subterranean villages."
Friends from College,2017,18+,6.9/10,66/100,1,0,0,0,6.9,66.0,Comedy Drama,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age."
Jericho,2006,16+,7.3/10,66/100,1,0,0,0,7.3,66.0,Action Drama Mystery,"A small town in Kansas is literally left in the dark after seeing a mushroom cloud over nearby Denver, Colorado. The townspeople struggle to find answers about the blast and solutions on how to survive."
Tidelands,2018,18+,7.0/10,66/100,1,0,0,0,7.0,66.0,Crime Drama Fantasy,"After an ex-con returns to her fishing village, a dead body leads her to uncover the secrets of the town and its half-siren, half-human residents."
Dear White People,2017,18+,6.2/10,66/100,1,1,0,0,6.2,66.0,Comedy Drama,"At a predominantly white Ivy League college, a group of black students navigate various forms of racial and other types of discrimination."
Dare Me,2019,18+,6.7/10,66/100,1,0,0,0,6.7,66.0,Crime Mystery Thriller,The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.
Ouran High School Host Club,2006,16+,8.2/10,66/100,1,1,0,0,8.2,66.0,Animation Comedy Romance,"A girl at a prestigious school befriends the members of a ""host club""."
Scooby-Doo! Mystery Incorporated,2010,7+,8.0/10,66/100,1,0,0,0,8.0,66.0,Animation Adventure Comedy,"Scooby-Doo and the gang attempt to solve creepy mysteries in the town of Crystal Cove, a place with a history of eerie supernatural events."
The Untamed,2019,16+,9.0/10,66/100,1,0,0,0,9.0,66.0,Drama Horror Mystery,"A couple in a troubled marriage locate a meteorite, initiating an encounter with a mysterious creature. Their lives are turned upside down by the discovery of the creature, which is a source of both pleasure and destruction."
El Chapo,2017,18+,7.8/10,66/100,1,0,0,0,7.8,66.0,Biography Crime Drama,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power during the '90s as the head of the Sinaloa Cartel and his ultimate downfall in 2016."
Great News,2017,7+,7.0/10,66/100,1,0,0,0,7.0,66.0,Comedy,"A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at her new job, which comes with many challenges."
The Get Down,2016,16+,8.3/10,66/100,1,0,0,0,8.3,66.0,Drama Music Musical,A ragtag group of teenagers run wild in the streets of the Bronx in the late 1970s.
The Naked Director,2019,18+,7.7/10,66/100,1,0,0,0,7.7,66.0,Biography Drama,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.
Rise of Empires: Ottoman,2020,18+,7.9/10,66/100,1,0,0,0,7.9,66.0,Documentary Drama History,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
Club de Cuervos,2015,18+,8.2/10,66/100,1,0,0,0,8.2,66.0,Comedy Drama,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo."
My Mister,2018,0,9.1/10,66/100,1,0,0,0,9.1,66.0,Drama Family,"A man in his 40's withstands the weight of life. A woman in her 20's goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other."
Toradora!,2008,16+,8.0/10,66/100,1,0,1,0,8.0,66.0,Animation Comedy Drama,"Ryuji Takasu lives in a falling down house with his mother, and although being a nice guy is cursed with the evil look of his father causing people to avoid him. Taiga Aisaka is a tiny,self centered and unexpectedly strong girl who lives in a new apartment next to Ryuji but has n... Read all"
The Baby-Sitters Club,2020,7+,7.4/10,66/100,1,0,1,0,7.4,66.0,Adventure Comedy Drama,Based on the book series of the same name focusing on a group of young girls who start their own babysitting service.
Van Helsing,2016,16+,6.2/10,66/100,1,0,0,0,6.2,66.0,Action Adventure Fantasy,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes."
Vincenzo,2021,0,8.5/10,66/100,1,0,0,0,8.5,66.0,Action Comedy Crime,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
The Night Shift,2014,16+,7.4/10,66/100,1,0,0,0,7.4,66.0,Drama Romance,A group of doctors from the Army return to work the night shift at a hospital in San Antonio.
"Pablo Escobar, The Drug Lord",2012,18+,8.5/10,66/100,1,0,0,0,8.5,66.0,Biography Crime Drama,"The exploits of the notorious drug lord, Pablo Escobar."
No Game No Life,2014,16+,7.8/10,66/100,1,0,0,0,7.8,66.0,Animation Adventure Comedy,"Siblings Sora and Shiro together make up the most feared team of pro gamers in the world, The Blank. When they manage to beat god himself in a game of chess, they are sent to a world where all disputes are settled with games."
The King: Eternal Monarch,2020,16+,8.3/10,66/100,1,0,0,0,8.3,66.0,Fantasy Mystery Romance,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective."
Stateless,2020,16+,7.6/10,65/100,1,0,0,0,7.6,65.0,Drama,"Inspired by true events; a woman escaping a cult, a refugee fleeing with his family, a father trapped in a dead-end job, and a bureaucrat on the verge of a national scandal find their lives intertwined in an immigration detention centre."
High Score,2020,16+,7.4/10,65/100,1,0,0,0,7.4,65.0,Documentary History,"Traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life."
Hospital Playlist,2020,0,8.7/10,65/100,1,0,0,0,8.7,65.0,Comedy Drama,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.
Dash & Lily,2020,7+,8.0/10,65/100,1,0,0,0,8.0,65.0,Comedy Drama Romance,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams and desires in the notebook they pass back and forth at locations all across New York City."
The Confession Tapes,2017,16+,7.5/10,65/100,1,0,0,0,7.5,65.0,Documentary Crime,A critical look into some true crime cases where American law enforcement made up for lack of actual physical evidence by using devious psychological tactics during interrogation in order to extract confessions from naive suspects.
Black Butler,2008,18+,7.8/10,65/100,1,1,0,0,7.8,65.0,Animation Action Comedy,"A young boy sells his soul to a demon in order to avenge his family's death and successfully lead their influential toy manufacturing company. The demon takes the form of a loyal butler who's always dressed in black and is required to protect, serve and arrive whenever summoned b... Read all"
The Rain,2018,18+,6.3/10,65/100,1,0,0,0,6.3,65.0,Drama Sci-Fi Thriller,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety."
Love Is Blind,2020,18+,6.1/10,65/100,1,0,1,0,6.1,65.0,Game-Show Reality-TV Romance,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating."
Trial by Media,2020,16+,7.2/10,65/100,1,0,0,0,7.2,65.0,Documentary Crime,"In our modern media landscape where real courtroom dramas have increasingly been transformed into a form of entertainment, this series reflects on some of the most dramatic and memorable trials in recent history."
Wormwood,2017,16+,7.0/10,65/100,1,0,0,0,7.0,65.0,Documentary Biography Drama,"In 1953, Army scientist Frank Olson takes a fatal plunge from a hotel window. In 1975, a bombshell report ties his death to a top-secret experiment."
Fear City: New York vs The Mafia,2020,18+,7.1/10,65/100,1,0,0,0,7.1,65.0,Documentary Crime,"Five Mafia families ruled New York with a bloody fist in the 1970s and '80s, until a group of federal agents tried the unthinkable: taking them down."
Sorjonen,2016,18+,7.6/10,65/100,1,0,0,0,7.6,65.0,Crime Drama Mystery,"Quirky police detective, in Finland, delves into his mind palace to solve despicable crimes all the while trying to keep his family together. If Sherlock was based in Finland this would be it."
Crashing,2016,0,7.7/10,65/100,1,0,0,0,7.7,65.0,Comedy,"A comedy series following the lives of six 20- and 30-somethings living together as property guardians of a large, disused hospital."
Forged in Fire,2015,7+,8.4/10,65/100,1,1,1,0,8.4,65.0,Game-Show Reality-TV,Four custom knife makers compete to make the best usable knife through a series of challenges.
The Disastrous Life of Saiki K.,2016,16+,8.3/10,65/100,1,0,0,0,8.3,65.0,Animation Comedy Fantasy,"Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life."
The Innocence Files,2020,18+,8.0/10,65/100,1,0,0,0,8.0,65.0,Documentary Crime,Cases of wrongful conviction that the Innocence Project and organizations within the Innocence Network have worked to highlight and overturn.
BNA,2020,16+,7.2/10,65/100,1,0,0,0,7.2,65.0,Animation Action Comedy,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City."
The Mist,2017,16+,5.4/10,65/100,1,0,0,0,5.4,65.0,Horror Sci-Fi Thriller,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
Halston,2021,18+,7.5/10,65/100,1,0,1,0,7.5,65.0,Biography Drama,"The story of a man who leverages his single, invented name into a worldwide fashion empire that's synonymous with luxury, sex, status, and fame, literally defining the era."
Shaun the Sheep,2007,all,8.2/10,65/100,1,0,1,0,8.2,65.0,Animation Short Comedy,"Shaun The Sheep is a cheeky and mischievous sheep at Mossy Bottom farm who's the leader of the flock and always plays slapstick jokes, pranks and causes trouble especially on Farmer X and his grumpy guide dog, Bitzer."
Self Made: Inspired by the Life of Madam C.J. Walker,2020,18+,7.3/10,65/100,1,0,0,0,7.3,65.0,Biography Drama History,The inspiring story of trailblazing African American entrepreneur Madam C.J. Walker who built a haircare empire that made her America's first female self-made millionaire.
Shtisel,2013,16+,8.6/10,65/100,1,0,0,0,8.6,65.0,Drama,"The life of the Shtisel family, a Haredi family in Jerusalem."
The Boss Baby: Back in Business,2018,7+,6.5/10,65/100,1,0,0,0,6.5,65.0,Animation Adventure Comedy,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters."
Puella Magi Madoka Magica,2011,16+,8.3/10,65/100,1,1,0,0,8.3,65.0,Animation Drama Fantasy,"A creature named Kyubey offers Madoka and Sayaka a wish if they agree to become 'magical girls' and fight abstract beings called 'witches'. However, a magical girl named Homura is, for uncertain reasons, determined to stop this agreement."
Masameer County,2021,0,8.3/10,65/100,1,0,0,0,8.3,65.0,Animation Comedy Drama,"A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far."
Sinatra: All or Nothing at All,2015,7+,8.0/10,65/100,1,0,0,0,8.0,65.0,Documentary Biography Music,"SINATRA: All or Nothing at All is an up-close and personal examination of the life, music and career of the legendary entertainer. Told in his own words from hours of archived interviews, along with commentary from those closest to him, the documentary weaves the music and images... Read all"
Comedians in Cars Getting Coffee,2012,16+,8.1/10,65/100,1,0,0,0,8.1,65.0,Comedy Family Talk-Show,"Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way."
Senora Acero,2014,16+,7.1/10,65/100,1,1,0,0,7.1,65.0,Crime Drama Romance,"Señora Acero 3: La Coyote--Bastard daughter of Vicente Acero, Vicenta Rigores Acero (La Coyote) must come face-to-face with her destiny to become the New Señora Acero, as she is the heiress of the Acero family dynasty."
Dark Tourist,2018,18+,7.5/10,65/100,1,0,0,0,7.5,65.0,Documentary,"From a nuclear lake to a haunted forest, New Zealand filmmaker and journalist David Farrier ('Tickled') visits unusual -- and often macabre -- tourism spots around the world."
Criminal: UK,2019,18+,7.6/10,65/100,1,0,0,0,7.6,65.0,Crime Drama Mystery,"A cat-and-mouse drama, which focuses on the intense mental conflict between detectives and suspects. The stories take place within the confines of a police interview suite."
The Bureau of Magical Things,2018,7+,6.7/10,65/100,1,0,0,0,6.7,65.0,Drama Family Fantasy,"Teenage girl Kyra accidentally discovers an extraordinary world and gains magical powers; when an unexpected threat emerges, she must unite fairies, elves and humans to save them all."
Cleverman,2016,16+,6.4/10,65/100,1,0,0,0,6.4,65.0,Drama Fantasy Sci-Fi,"In the very near future, creatures from ancient mythology must live among humans and battle for survival in a world that wants to silence, exploit and destroy them."
The Innocent Man,2018,18+,7.3/10,65/100,1,0,0,0,7.3,65.0,Drama,"Kang Ma-Ru is a promising medical student, until he takes the blame for a crime he didn't commit. When he finds an opportunity for revenge, he takes it, using Seo Eun-Gi. Ma-Ru soon discovers that are things more important than revenge, though."
Norsemen,2016,18+,7.8/10,65/100,1,0,0,0,7.8,65.0,Comedy History,Viking life at the close of the 8th century.
Word of Honor,2021,0,9.1/10,65/100,1,0,0,0,9.1,65.0,Action Drama Fantasy,Zhou Zi Shu gets embroiled in a conspiracy in the martial arts world. He meets Wen Ke Xing who escapes from the Ghost Valley to avenge his parents' deaths. They become fast friends and embark on an adventure to find a legendary treasure.
Pawn Stars,2009,7+,7.2/10,65/100,1,1,1,0,7.2,65.0,Comedy Reality-TV,"Rick Harrison and his family own and run a pawn shop on the Las Vegas strip. They buy, sell, and appraise items of historical value."
Inside Bill's Brain: Decoding Bill Gates,2019,16+,7.9/10,65/100,1,0,0,0,7.9,65.0,Documentary,A documentary that tells Bill Gates' life story as he pursues solutions to some of the world's most complex problems.
Damnation,2017,18+,7.7/10,65/100,1,0,0,0,7.7,65.0,Crime Drama Western,"An epic saga about the secret history of the 1930s American heartland, centering on the mythic conflict and bloody struggle between big money and the downtrodden."
From Dusk Till Dawn: The Series,2014,18+,6.9/10,64/100,1,0,0,0,6.9,64.0,Action Crime Fantasy,A Texas Ranger is in hot pursuit of the infamous Gecko brothers and their hostages. They all end up trapped in a desert bar secretly run by vampires and discover a vampire conspiracy.
Lovesick,2014,18+,8.1/10,64/100,1,0,0,0,8.1,64.0,Comedy,"After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news."
Flint Town,2018,18+,7.9/10,64/100,1,0,0,0,7.9,64.0,Documentary Crime,"Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis."
Watership Down,2018,7+,7.2/10,64/100,1,0,0,0,7.2,64.0,Animation Adventure Drama,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren."
Undercover,2019,18+,7.8/10,64/100,1,0,1,0,7.8,64.0,Crime Drama Thriller,"Inspired by real events, undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends."
Rita,2012,16+,8.1/10,64/100,1,0,0,0,8.1,64.0,Comedy Drama,"Schoolteacher Rita is a very outspoken, rebellious woman who is competent in the classroom but needs her own advisor when it comes to her personal life."
Dorohedoro,2020,18+,8.2/10,64/100,1,0,0,0,8.2,64.0,Animation Action Comedy,In a sad town a clan of sorcerers use its people to experiment with the dark arts.
Maid Sama!,2010,16+,8.0/10,64/100,1,1,0,0,8.0,64.0,Animation Comedy Romance,"Ayuzawa Misaki serves as the student council president at Seika High. However, unbeknownst to her classmates, she works part-time as an employee at a Maid Cafe. Usui Takumi, a boy from her school, discovers this secret."
Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4/10,64/100,1,1,0,0,7.4,64.0,Animation Action Adventure,"In the city of Orario, where adventurers hunt monsters in a place called Dungeon, Bell Cranel's life was saved by a swordswoman, who is then become the source of Bell's determination to get stronger."
Surviving R. Kelly,2019,18+,7.5/10,64/100,1,0,0,0,7.5,64.0,Documentary Crime Music,A six-part series about the controversial R&B star R. Kelly which features several women making allegations of abuse by him.
Saint Seiya,1986,7+,8.5/10,64/100,1,0,1,0,8.5,64.0,Animation Action Adventure,"A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces."
Flaked,2016,18+,7.2/10,64/100,1,0,0,0,7.2,64.0,Comedy Drama Romance,"A recovering alcoholic faces reality after a life changing accident in Venice Beach, California."
Fate/Zero,2011,18+,8.3/10,64/100,1,0,0,0,8.3,64.0,Animation Action Adventure,Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.
Crazyhead,2016,16+,7.3/10,64/100,1,0,0,0,7.3,64.0,Comedy Horror Sci-Fi,Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking the ass of some seriously gnarly demons. What could possibly go wrong?
Signal,2016,0,8.6/10,64/100,1,0,0,0,8.6,64.0,Crime Drama Fantasy,Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.
H2O: Just Add Water,2006,all,7.2/10,64/100,1,1,0,0,7.2,64.0,Drama Family Fantasy,Three girls become mermaids after a mysterious island transforms them and gives them special powers.
The Valhalla Murders,2019,18+,7.1/10,64/100,1,0,0,0,7.1,64.0,Crime Drama Mystery,Police profiler Arnar is sent back home from Oslo to his native Iceland to investigate the country's first serial killer case. He teams up with the local senior cop Kata.
Cardcaptor Sakura,1998,7+,8.0/10,64/100,1,0,0,0,8.0,64.0,Animation Action Adventure,"Sakura stumbled upon the book of Clow Cards in a library. Accidentally setting the magical cards loose, it's now up to Sakura to catch them all with her best friend Tomoyo, and Kerberos, the guardian of the cards."
Black Earth Rising,2018,16+,7.5/10,64/100,1,0,0,0,7.5,64.0,Thriller,"Kate is a survivor of the Rwandan genocide whose adoptive mother, an international lawyer, faces a case that will shake their lives."
W/ Bob & David,2015,18+,7.4/10,64/100,1,0,0,0,7.4,64.0,Comedy,Bob and David emerge from the time machine they entered sixteen years ago and are reunited with the cast of Mr. Show.
The Trials of Gabriel Fernandez,2020,18+,8.1/10,64/100,1,0,0,0,8.1,64.0,Documentary Crime,"Filmmaker Brian Knappenberger investigates the tragic death of an 8-year-old California boy who endured horrific abuse by his mother and her boyfriend, along with the fractured and complex systems that failed to protect him."
She's Gotta Have It,2017,18+,6.8/10,64/100,1,0,0,0,6.8,64.0,Comedy Romance,Story of a woman and her three lovers.
Save Me,2018,16+,7.7/10,64/100,1,0,0,0,7.7,64.0,Drama Mystery,"Nelly hasn't rested trying to find his missing daughter Jody, he won't give up, and he will do anything to find out what happened. Discovering things about him and those around him, things he never imagined."
Giri/Haji,2019,0,7.9/10,64/100,1,0,0,0,7.9,64.0,Crime Drama Mystery,"A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder."
The Curse of Oak Island,2014,7+,7.0/10,64/100,1,1,0,0,7.0,64.0,Documentary Reality-TV,"Rick and Marty Lagina, two brothers from Michigan with a life-long interest in the mystery of Oak Island, renew efforts to discover the legendary treasure with sophisticated machinery."
Ajin,2016,18+,7.6/10,63/100,1,0,0,0,7.6,63.0,Animation Action Adventure,"A high school student discovers he is an Ajin, a demi-human being. He ends up a fugitive on the run because of his powers."
Ink Master,2012,16+,7.4/10,63/100,1,0,0,0,7.4,63.0,Game-Show Reality-TV,"Ten of the country's most creative and skilled tattoo artists are judged by icons of the tattoo world. They compete for a hundred thousand dollars and the title of ""INK MASTER""."
The Innocents,2018,0,6.3/10,63/100,1,0,0,0,6.3,63.0,Drama Fantasy Horror,"During the bright Nordic summer, a group of children reveal their dark and mysterious powers when the adults aren't looking. In this original and gripping supernatural thriller, playtime takes a dangerous turn."
Goosebumps,1995,all,7.7/10,63/100,1,0,0,0,7.7,63.0,Adventure Comedy Fantasy,"A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
Vampire Knight,2008,16+,7.4/10,63/100,1,1,0,0,7.4,63.0,Animation Action Drama,"Yuki Cross, along with her best friend Zero, attempts to keep the peace between humans and vampires at Cross Academy, but personal issues soon threaten the situation."
Angel Beats!,2010,16+,7.7/10,63/100,1,0,0,0,7.7,63.0,Animation Action Comedy,Rebellious teens fight in armed combat against one dispassionate girl's supernatural powers in an afterlife high school.
Green Eggs and Ham,2019,7+,8.2/10,63/100,1,0,0,0,8.2,63.0,Animation Adventure Comedy,"An animated series based on the popular Dr. Seuss story ""Green Eggs and Ham."""
November 13: Attack on Paris,2018,18+,8.3/10,63/100,1,0,0,0,8.3,63.0,Documentary,"Documentary chronicling the terrorist attacks in Paris on November 13, 2015."
It's Bruno!,2019,7+,7.5/10,63/100,1,0,0,0,7.5,63.0,Comedy,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno, and making sure the neighbors show his pooch the proper respect."
Wanted,2016,16+,7.7/10,63/100,1,0,0,0,7.7,63.0,Action Crime Thriller,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities."
Masum,2017,16+,8.4/10,63/100,1,0,0,0,8.4,63.0,Crime Drama Mystery,"Cevdet and his wife retire on their pensions to live in peace on a rural farm, but their lives are destroyed when their son suddenly arrives with terrible news."
