title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,disney+,imdb_raw,rotten_raw,themes,description
Wynonna Earp,2016,16+,7.5/10,78/100,1,0,0,0,7.5,78.0,Action Drama Fantasy,"Following Wyatt Earp's great great-granddaughter as she battles demons and other creatures. With her unique abilities and a posse of dysfunctional allies, she's the only thing that can bring the paranormal to justice."
The Defenders,2017,18+,7.3/10,78/100,1,0,0,0,7.3,78.0,Action Adventure Crime,"Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand."
Haikyu!!,2014,16+,8.7/10,77/100,1,1,0,0,8.7,77.0,Animation Comedy Drama,"Determined to be like the volleyball championship's star player nicknamed ""the small giant"", Shoyo joins his school's volleyball club."
Colony,2016,16+,7.4/10,77/100,1,0,0,0,7.4,77.0,Action Adventure Drama,"In the wake of a mysterious alien invasion, a family fights to stay together in a new world order."
Heartland,2007,7+,8.4/10,77/100,1,0,1,0,8.4,77.0,Drama Family,"A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times."
Marco Polo,2014,18+,8.0/10,77/100,1,0,1,0,8.0,77.0,Action Adventure Drama,"In a world replete with greed, betrayal, sexual intrigue and rivalry, ""Marco Polo"" is based on the famed explorer's adventures in Kublai Khan's court in 13th century Mongolia."
Wild Wild Country,2018,16+,8.1/10,77/100,1,0,0,0,8.1,77.0,Documentary Crime,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal."
The Dragon Prince,2018,7+,8.4/10,77/100,1,0,0,0,8.4,77.0,Animation Action Adventure,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands."
Locke & Key,2020,16+,7.4/10,77/100,1,0,0,0,7.4,77.0,Drama Fantasy Horror,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death."
Love,2016,18+,7.7/10,77/100,1,0,0,0,7.7,77.0,Drama Romance,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
One Day at a Time,2017,7+,8.2/10,77/100,1,0,0,0,8.2,77.0,Comedy,"The misadventures of a divorced mother, her family and their building superintendent in Indianapolis."
Feel Good,2020,18+,7.5/10,77/100,1,0,0,0,7.5,77.0,Comedy Drama Romance,"The series follows recovering addict and comedian Mae, who is trying to control the addictive behaviors and intense romanticism that permeate every facet of her life."
Fauda,2015,16+,8.2/10,77/100,1,0,0,0,8.2,77.0,Action Drama Thriller,The human stories on both sides of the Israel-Palestine conflict.
The Dark Crystal: Age of Resistance,2019,7+,8.4/10,77/100,1,0,0,0,8.4,77.0,Animation Adventure Drama,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power, and set out to ignite the fires of rebellion and save their world."
Top Boy,2011,18+,8.4/10,77/100,1,0,0,0,8.4,77.0,Crime Drama Thriller,Two London drug dealers ply their lucrative trade at a public housing estate in East London.
I Am Not Okay with This,2020,18+,7.5/10,77/100,1,0,0,0,7.5,77.0,Comedy Drama Fantasy,"Sydney is a teenage girl navigating the trials and tribulations of high school while dealing with the complexities of her family, her budding sexuality, and mysterious superpowers just beginning to awaken deep within her."
Supergirl,2015,16+,6.2/10,77/100,1,0,0,0,6.2,77.0,Action Adventure Drama,The adventures of Superman's cousin in her own superhero career.
The Shannara Chronicles,2016,16+,7.2/10,77/100,1,0,0,0,7.2,77.0,Adventure Drama Fantasy,"Series of adventures, war, and evil that occur throughout the history of the Four Lands."
Designated Survivor,2016,7+,7.5/10,77/100,1,0,0,0,7.5,77.0,Action Drama Mystery,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.
Travelers,2016,16+,8.1/10,77/100,1,0,0,0,8.1,77.0,Drama Mystery Sci-Fi,"Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity."
StartUp,2016,18+,7.9/10,77/100,1,0,0,0,7.9,77.0,Crime Thriller,"A desperate banker, a Haitian-American gang lord and a Cuban-American hacker are forced to work together to unwittingly create their version of the American dream - organized crime 2.0."
Ripper Street,2012,18+,8.1/10,77/100,1,0,0,0,8.1,77.0,Crime Drama Mystery,"The streets of Whitechapel are the haunt of Detective Inspector Edmund Reid and his team of officers, who aim to maintain law and order in a place once terrorized by Jack the Ripper."
Episodes,2011,18+,7.8/10,77/100,1,0,0,0,7.8,77.0,Comedy,"A couple of British TV producers move to Hollywood to export their most popular series, and find it is not what they expected."
Crazy Ex-Girlfriend,2015,16+,7.8/10,76/100,1,0,0,0,7.8,76.0,Comedy Musical,"A young woman abandons a choice job at a law firm and her life in New York in an attempt to find happiness in the unlikely locale of West Covina, California."
Bloodline,2015,18+,7.9/10,76/100,1,0,0,0,7.9,76.0,Drama Thriller,A family is forced to face their past secrets and scars when the black sheep returns home.
Black Summer,2019,18+,6.5/10,76/100,1,0,0,0,6.5,76.0,Action Drama Horror,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones."
The Borgias,2011,18+,7.9/10,76/100,1,0,0,0,7.9,76.0,Crime Drama History,"In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances."
Glee,2009,16+,6.7/10,76/100,1,0,1,0,6.7,76.0,Comedy Drama Music,A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club headed by a passionate Spanish teacher.
The Stranger,2020,18+,7.3/10,76/100,1,0,0,0,7.3,76.0,Crime Drama Thriller,"Two men who meet on a bus and strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true."
Virgin River,2019,16+,7.4/10,76/100,1,0,0,0,7.4,76.0,Drama Romance,"Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds."
Lilyhammer,2012,18+,8.0/10,76/100,1,0,0,0,8.0,76.0,Comedy Crime Drama,A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.
Dirty John,2018,18+,7.2/10,76/100,1,0,0,0,7.2,76.0,Crime Drama,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.
TURN: Washington's Spies,2014,16+,8.1/10,76/100,1,0,0,0,8.1,76.0,Drama History War,A Long Island farmer bands together a group of childhood friends to form an unlikely group of spies who turn the tide in America's fight for independence.
Star Trek: Enterprise,2001,7+,7.5/10,76/100,1,1,1,0,7.5,76.0,Action Adventure Drama,"A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation."
She-Ra and the Princesses of Power,2018,all,7.9/10,75/100,1,0,0,0,7.9,75.0,Animation Action Adventure,"She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde."
Merlin,2008,7+,7.9/10,75/100,1,1,1,0,7.9,75.0,Adventure Drama Fantasy,"These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend."
The Magicians,2015,16+,7.6/10,75/100,1,0,0,0,7.6,75.0,Drama Fantasy Mystery,"After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined."
Ginny & Georgia,2021,16+,7.5/10,75/100,1,0,0,0,7.5,75.0,Comedy Drama,"Ginny Miller, an angsty fifteen-year-old, often feels more mature than her thirty-year-old mother, the irresistible and dynamic Georgia Miller."
The Spy,2019,18+,7.9/10,75/100,1,0,0,0,7.9,75.0,Drama History,Based on the life of Israeli spy Eli Cohen.
On My Block,2018,16+,8.0/10,75/100,1,0,0,0,8.0,75.0,Comedy Drama,"A coming-of-age story about four bright, street-savvy friends navigating their way through high school in the gritty South Central Los Angeles, trying to get their friend out of a gang, and having friendship turn into something more."
The Movies That Made Us,2019,18+,7.8/10,75/100,1,0,0,0,7.8,75.0,Documentary Family History,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks."
Chef's Table,2015,all,8.5/10,75/100,1,0,0,0,8.5,75.0,Documentary,"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven."
Biohackers,2020,18+,6.8/10,75/100,1,0,0,0,6.8,75.0,Drama Sci-Fi Thriller,A fast-paced thriller following medical student Mia Akerlund who discovers the use of highly advanced biohacking technology in her university town.
The Seven Deadly Sins,2014,16+,8.0/10,75/100,1,0,0,0,8.0,75.0,Animation Action Adventure,"The story of the Seven Deadly Sins, a group of warriors who were wrongly accused of a crime they didn't commit and went on a quest to vindicate themselves."
The Keepers,2017,16+,8.1/10,75/100,1,0,0,0,8.1,75.0,Documentary Crime Mystery,A seven-part docuseries about the unsolved murder of a nun and the horrific secrets and pain that linger nearly five decades after her death.
F is for Family,2015,18+,8.0/10,74/100,1,0,0,0,8.0,74.0,Animation Comedy Drama,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV."
The Midnight Gospel,2020,18+,8.2/10,74/100,1,0,0,0,8.2,74.0,Animation Adventure Comedy,"Clancy, a spacecaster with a malfunctioning multiverse simulator, leaves the comfort of his home to interview beings living in dying worlds."
Ragnarok,2020,18+,7.5/10,74/100,1,0,1,0,7.5,74.0,Action Drama Fantasy,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.
Legacies,2018,16+,7.4/10,74/100,1,0,0,0,7.4,74.0,Adventure Drama Fantasy,"Hope Mikaelson, a tribrid daughter of a Vampire/Werewolf hybrid, makes her way in the world."
The Order,2019,18+,6.8/10,74/100,1,0,0,0,6.8,74.0,Drama Fantasy Horror,"Out to avenge his mother's death, a college student pledges to a secret order and lands in a war between werewolves and practitioners of dark magic."
Disenchantment,2018,16+,7.2/10,74/100,1,0,0,0,7.2,74.0,Animation Action Adventure,"Princess Tiabeanie, 'Bean', is annoyed at her imminent arranged marriage to Prince Merkimer. Then she meets Luci, a demon, and Elfo, an elf, and things get rather exciting, and dangerous."
Dead Set,2008,18+,7.6/10,74/100,1,0,0,0,7.6,74.0,Comedy Drama Horror,"During a fictional series of Big Brother, a zombie outbreak occurs, but the house-mates are unaware of the impending doom outside of the Big Brother House."
Dirty Money,2018,16+,8.1/10,74/100,1,0,0,0,8.1,74.0,Documentary Crime,"A Netflix Original Series documenting various stories about exposing the greed, corruption, and crime spreading through the global economy."
The Staircase,2005,16+,7.9/10,74/100,1,0,0,0,7.9,74.0,Biography Crime Drama,"Tells the story of Michael Peterson, a crime novelist accused of killing his wife Kathleen after she is found dead at the bottom of a staircase in their home, and the 16-year judicial battle that followed."
Soul Eater,2008,16+,7.8/10,74/100,1,1,0,0,7.8,74.0,Animation Action Adventure,"Set in the Shinigami technical school for weapon meisters, the series revolves around 3 duos. These pairs are a partnership between a weapon meister and a human weapon. Trying to reach a ranking of ""Death Scythe"" (and thus fit for use by the Shinigami) they must collect the souls... Read all"
Into the Night,2020,18+,7.1/10,74/100,1,0,0,0,7.1,74.0,Drama Sci-Fi Thriller,"When radiation from the sun causes a global disaster on Earth, survivors on an overnight flight from Brussels race from city to city trying to stay ahead of the sun's rays by remaining in the cover of night."
The Haunting of Bly Manor,2020,0,7.4/10,74/100,1,0,0,0,7.4,74.0,Drama Horror Mystery,"After an au pair’s tragic death, Henry hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose."
Julie and the Phantoms,2020,7+,8.5/10,74/100,1,0,0,0,8.5,74.0,Adventure Comedy Drama,"Julie is a teenage girl who finds her passion for music and life with the help of a high -concept band of teen boys (The Phantoms) who have been dead for 25 years. Julie, in turn, helps them become the band they were never able to be."
Leyla ile Mecnun,2011,7+,9.1/10,74/100,1,0,0,0,9.1,74.0,Adventure Comedy Drama,"Turkish television comedy series set in Istanbul, Leyla and Mecnun is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun."
